nta,boro_name,name,shape_area,population,population_density,engine_needed_first_shift,engine_needed_second_shift,ladder_needed_first_shift,ladder_needed_second_shift,rescue_needed_first_shift,rescue_needed_second_shift,squad_needed_first_shift,squad_needed_second_shift,hazardous_needed_first_shift,hazardous_needed_second_shift
QN07,Queens,Hollis,0.05382833270149045,0.15311456586441854,0.1550727197069222,0.13388625592417064,0.12350761630300536,0.12991452991452992,0.12322659100121605,0.12280701754385964,0.08333333333333333,0.13609467455621302,0.12,0.15294117647058825,0.16339869281045752
QN48,Queens,Auburndale,0.08889867702771004,0.1510522896553808,0.10248071539915546,0.10811611374407584,0.12597776862906546,0.11282051282051282,0.12890149979732468,0.11988304093567251,0.15,0.13609467455621302,0.16,0.08823529411764705,0.11111111111111112
BK77,Brooklyn,Bushwick North,0.06017172177279043,0.4316276118388252,0.4013705381811244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK41,Brooklyn,Kensington-Ocean Parkway,0.03208073279593193,0.2786792367311789,0.40645460516558113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK75,Brooklyn,Bedford,0.08411888703181614,0.5341748628926256,0.379482389588324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN33,Queens,Cambria Heights,0.08550853826597424,0.14108839837435222,0.09887607488496465,0.13240521327014218,0.10498147385755455,0.13162393162393163,0.11025537089582489,0.13742690058479531,0.16666666666666666,0.09467455621301775,0.04,0.058823529411764705,0.11764705882352941
QN44,Queens,Glen Oaks-Floral Park-New Hyde Park,0.12462950193270259,0.1705041623230446,0.08656318535256488,0.13329383886255924,0.1350349938246192,0.13137973137973138,0.13254965545196595,0.13742690058479531,0.11666666666666667,0.11834319526627218,0.2,0.1588235294117647,0.08496732026143791
MN06,Manhattan,Manhattanville,0.016041474140153153,0.17336717581471242,0.3743649359660925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX07,Bronx,Bronxdale,0.029890640314295613,0.26845850518968406,0.40970532585887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN62,Queens,Queensboro Hill,0.06519009501555917,0.1571258064028766,0.1372263283307106,0.12114928909952608,0.123095924248662,0.12527472527472527,0.1345764085934333,0.12573099415204678,0.18333333333333332,0.15384615384615385,0.16,0.11176470588235293,0.1503267973856209
SI11,Staten Island,Charleston-Richmond Valley-Tottenville,0.43516917234912544,0.17610932330145493,0.02805044275262081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN15,Queens,Far Rockaway-Bayswater,0.15120744822132356,0.3781444046593845,0.16170626132036997,0.31131516587677727,0.345821325648415,0.30378510378510376,0.31130928252938794,0.2807017543859649,0.5,0.35502958579881655,0.6,0.27058823529411763,0.28758169934640526
SI08,Staten Island,Grymes Hill-Clifton-Fox Hills,0.1000461229645872,0.1696656544138754,0.10417729757097068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX10,Bronx,Pelham Bay-Country Club-City Island,0.10770307141711388,0.20081131305806102,0.11575067465943353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX33,Bronx,Longwood,0.016034158766711118,0.19788786656393056,0.4274080051466903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN37,Queens,Kew Gardens Hills,0.10044225566634318,0.28312106241218327,0.17325595516257655,0.24881516587677727,0.12268423219431865,0.23809523809523808,0.11957843534657478,0.23684210526315788,0.11666666666666667,0.20118343195266272,0.28,0.24705882352941178,0.11111111111111112
BK81,Brooklyn,Brownsville,0.08439293771956247,0.44040550544652435,0.31202499158450697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN35,Queens,Briarwood-Jamaica Hills,0.0736693980159926,0.29565335629787426,0.23415144668640547,0.23281990521327017,0.0,0.23687423687423687,0.0,0.17251461988304093,0.0,0.2781065088757396,0.0,0.22941176470588234,0.0
SI37,Staten Island,Stapleton-Rosebank,0.127037907932318,0.19982927676804302,0.09975885755660822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN23,Queens,College Point,0.1398500378595699,0.18337639184758797,0.08408344592818598,0.14691943127962087,0.0,0.1492063492063492,0.0,0.16374269005847952,0.0,0.20118343195266272,0.0,0.16470588235294117,0.0
QN12,Queens,Hammels-Arverne-Edgemere,0.17512760585647716,0.2786339119793319,0.1043437316929524,0.17209715639810427,0.0,0.16483516483516483,0.0,0.17543859649122806,0.0,0.1301775147928994,0.0,0.16470588235294117,0.0
QN46,Queens,Bayside-Bayside Hills,0.23372115278263014,0.3309311214854432,0.09500489569870739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN50,Queens,Elmhurst-Maspeth,0.050818340715954015,0.1927888319811449,0.2038776634316831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK91,Brooklyn,East Flatbush-Farragut,0.08949955562085524,0.3803879798758102,0.2566209497792198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK95,Brooklyn,Erasmus,0.02784545222421496,0.22615540346583268,0.3607682457802387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN66,Queens,Laurelton,0.1063776839503087,0.1847210261523818,0.10761670493405498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN41,Queens,Fresh Meadows-Utopia,0.06902358479144877,0.13455407998307875,0.11229683820669174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK09,Brooklyn,Brooklyn Heights-Cobble Hill,0.01371038597759646,0.1728912659203191,0.4013690015587388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN54,Queens,Richmond Hill,0.14116965800054554,0.47577392013778724,0.21634004053953682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI12,Staten Island,Mariner's Harbor-Arlington-Port Ivory-Graniteville,0.260828266877428,0.2377585399386605,0.06160496958240612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI28,Staten Island,Port Richmond,0.0958958635665863,0.15252534409040777,0.09708552390153796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX43,Bronx,Norwood,0.03155711361078896,0.30589675021529256,0.4509294911403926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK64,Brooklyn,Prospect Heights,0.014482728097969924,0.1499418332351297,0.3396423238063991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX55,Bronx,Soundview-Bruckner,0.033205080562211754,0.26918370121923585,0.38387133977324955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK63,Brooklyn,Crown Heights South,0.03234732173047685,0.2996721509616401,0.4347276086518413,0.0,0.1955537258130918,0.0,0.19618970409404135,0.0,0.23333333333333334,0.0,0.44,0.0,0.24836601307189543
SI14,Staten Island,Grasmere-Arrochar-Ft. Wadsworth,0.109880738069729,0.12146278082460832,0.06881451523906203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX06,Bronx,Belmont,0.024823670121637553,0.20681684267778633,0.35356581625033273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK21,Brooklyn,Seagate-Coney Island,0.10319755399112482,0.24146761546480533,0.14438831066260324,0.0,0.20049403046521203,0.0,0.2075395216862586,0.0,0.15,0.0,0.32,0.0,0.1895424836601307
BK26,Brooklyn,Gravesend,0.0800745577398064,0.22236323256130172,0.1645273536535245,0.0,0.16055990119390695,0.0,0.147142278070531,0.0,0.23333333333333334,0.0,0.16,0.0,0.1895424836601307
BX22,Bronx,North Riverdale-Fieldston-Riverdale,0.13516840302033833,0.2104579310761607,0.09946355223671138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN19,Queens,Glendale,0.0759942010209006,0.24547885600326338,0.18957150870664377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK34,Brooklyn,Sunset Park East,0.06695663887158207,0.546465424768466,0.46725531552507127,0.24644549763033177,0.414985590778098,0.22466422466422467,0.43169841913254964,0.21637426900584794,0.4666666666666667,0.24260355029585798,0.68,0.2647058823529412,0.49673202614379086
BX03,Bronx,Eastchester-Edenwald-Baychester,0.10785872475530661,0.260745743250389,0.15011092187394834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX31,Bronx,Allerton-Pelham Gardens,0.08118077223763784,0.218336883772228,0.1597342669752815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN17,Queens,Forest Hills,0.16245228258509287,0.632491803774041,0.2535563780899702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX29,Bronx,Spuyten Duyvil-Kingsbridge,0.05484300707888091,0.22783997340947892,0.22750989481790776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX30,Bronx,Kingsbridge Heights,0.02359175788655827,0.24547885600326338,0.43229252742189356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK27,Brooklyn,Bath Beach,0.04657965038867067,0.22610252458867788,0.2549643880715046,0.16972748815165878,0.17949773569370112,0.16141636141636143,0.18808269152817186,0.17251461988304093,0.15,0.22485207100591714,0.16,0.1588235294117647,0.13071895424836602
BX05,Bronx,Bedford Park-Fordham North,0.029299646435979584,0.4110577286256024,0.6352816604353755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN22,Queens,Flushing,0.10039422210401963,0.5439574551662663,0.33301061703280266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN51,Queens,Murray Hill,0.14586428565099088,0.39084288930184774,0.17260856379667733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN02,Queens,Springfield Gardens North,0.07105398433920179,0.19194276994666787,0.15651281260935201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN76,Queens,Baisley Park,0.11959900523460462,0.26139539802686246,0.13758292192444924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX35,Bronx,Morrisania-Melrose,0.035185088256027466,0.2860369547810059,0.39252729187586594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN28,Queens,Jackson Heights,0.13147701297326184,0.8169937602924957,0.3956934726079118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN63,Queens,Woodside,0.07049574333632633,0.3406834972578525,0.27956370733928243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK88,Brooklyn,Borough Park,0.15058002230185458,0.8034341053649398,0.34485708963366485,0.5867890995260664,0.6517085220255249,0.5838827838827839,0.6197811106607215,0.5643274853801169,0.6333333333333333,0.6094674556213018,0.76,0.5941176470588235,0.6535947712418301
MN19,Manhattan,Turtle Bay-East Midtown,0.03673479570400363,0.38700539364546976,0.5158645318510756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN43,Queens,Bellerose,0.1542752258876465,0.19102116665911253,0.08022631212975775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN61,Queens,Jamaica,0.12975833416957516,0.4060417894212029,0.1989554530567701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN04,Manhattan,Hamilton Heights,0.03236382973104207,0.366526159935941,0.5315345964635051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN50,Manhattan,Stuyvesant Town-Cooper Village,0.0,0.15900678360452644,0.6610728942201929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK58,Brooklyn,Flatlands,0.15163374791053172,0.4892202631857257,0.20867792655816514,0.3601895734597157,0.38946068340881024,0.36166056166056165,0.34576408593433317,0.3508771929824561,0.26666666666666666,0.3431952662721893,0.4,0.4,0.40522875816993464
BK96,Brooklyn,Rugby-Remsen Village,0.08435406815327279,0.4179395367810361,0.29622115366423274,0.3083530805687204,0.3268834911486208,0.2971916971916972,0.3242805026347791,0.2807017543859649,0.35,0.33727810650887574,0.48,0.3941176470588235,0.32679738562091504
BK90,Brooklyn,East Williamsburg,0.1043372075880199,0.25803381226487787,0.15284905682491506,0.18927725118483413,0.19473034170440512,0.18681318681318682,0.1921361978111066,0.21929824561403508,0.21666666666666667,0.20118343195266272,0.24,0.12352941176470589,0.1568627450980392
BX59,Bronx,Westchester-Unionport,0.05711646589750508,0.20583480638776835,0.19926039548600588,0.0,0.2478386167146974,0.0,0.255776246453182,0.0,0.25,0.0,0.28,0.0,0.2679738562091503
QN10,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,0.29242749357921155,0.21165148287479793,0.04924612155070972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK17,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,0.17965459611409287,0.48737705661061503,0.17832022073218742,0.34952606635071093,0.24989707698641417,0.3653235653235653,0.2261856505877584,0.3128654970760234,0.21666666666666667,0.33727810650887574,0.32,0.38235294117647056,0.16339869281045752
BX26,Bronx,Highbridge,0.03383529927976062,0.2849944854885253,0.4014130211558502,0.0,0.38822560724578015,0.0,0.4089987839481151,0.0,0.45,0.0,0.32,0.0,0.43790849673202614
SI45,Staten Island,New Dorp-Midland Beach,0.15506749119072907,0.16540512774025895,0.06914868753539326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI36,Staten Island,Old Town-Dongan Hills-South Beach,0.19102238883584038,0.1876067020199731,0.06489606391854703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN36,Manhattan,Washington Heights South,0.0545724193817533,0.6378552327426007,0.6393278943741525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN34,Manhattan,East Harlem North,0.058825376412971093,0.4382827962350239,0.41476384279444267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN27,Manhattan,Chinatown,0.02775431729262396,0.3614195712278475,0.5777100174426706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN21,Manhattan,Gramercy,0.006067283900964032,0.211424859115563,0.6511205359692066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN31,Manhattan,Lenox Hill-Roosevelt Island,0.04954015927557783,0.6101542552387859,0.657581559745199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN40,Manhattan,Upper East Side-Carnegie Hill,0.045052701354030784,0.46236534771638793,0.534146847968945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN33,Manhattan,East Harlem South,0.034435543328145524,0.43739896357400776,0.6089309870004619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK33,Brooklyn,Carroll Gardens-Columbia Street-Red Hook,0.12134988736334956,0.2897233679312272,0.1505678768820378,0.22393364928909953,0.0,0.21294261294261294,0.0,0.21052631578947367,0.0,0.20118343195266272,0.0,0.2,0.0
BK61,Brooklyn,Crown Heights North,0.14318687440717462,0.7793515538835758,0.34992705304080535,0.5666469194312796,0.0,0.5431013431013431,0.0,0.5204678362573099,0.0,0.6153846153846154,0.0,0.5647058823529412,0.0
BK69,Brooklyn,Clinton Hill,0.046491774364555004,0.2628155735847346,0.29677186230487557,0.1833530805687204,0.0,0.1973137973137973,0.0,0.1783625730994152,0.0,0.17159763313609466,0.0,0.21764705882352942,0.0
QN25,Queens,Corona,0.04508986552002448,0.4355557569988971,0.5028755530531739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK30,Brooklyn,Dyker Heights,0.07568549717056172,0.3204384414328665,0.2482804155692977,0.2393364928909953,0.0,0.21465201465201464,0.0,0.23684210526315788,0.0,0.28994082840236685,0.0,0.22941176470588234,0.0
BK31,Brooklyn,Bay Ridge,0.1916898372282779,0.5995784798078231,0.20674121434593992,0.43246445497630337,0.0,0.4332112332112332,0.0,0.42105263157894735,0.0,0.4556213017751479,0.0,0.5235294117647059,0.0
BX01,Bronx,Claremont-Bathgate,0.033817374684981576,0.2347671063167596,0.3307839284233855,0.0,0.35364347468093865,0.0,0.340494527766518,0.0,0.23333333333333334,0.0,0.64,0.0,0.3137254901960784
BX40,Bronx,Fordham South,0.0022800641837415446,0.2134946894499086,0.7844361439075616,0.0,0.3137093454096336,0.0,0.3080664775030401,0.0,0.21666666666666667,0.0,0.48,0.0,0.2679738562091503
BX09,Bronx,Soundview-Castle Hill-Clason Point-Harding Park,0.14429040802384976,0.40555077127619393,0.1808481000805719,0.0,0.5846027171675586,0.0,0.5719497365220916,0.0,0.7166666666666667,0.0,0.8,0.0,0.6993464052287582
BX49,Bronx,Pelham Parkway,0.05424215818361549,0.22717521038238983,0.22875031202473697,0.0,0.3145327295183203,0.0,0.332792865828942,0.0,0.36666666666666664,0.0,0.32,0.0,0.37254901960784315
BK43,Brooklyn,Midwood,0.09397460811578787,0.3991222106392301,0.25843448563814575,0.2846563981042654,0.0,0.2898656898656899,0.0,0.24853801169590642,0.0,0.3136094674556213,0.0,0.2823529411764706,0.0
BK46,Brooklyn,Ocean Parkway South,0.03795340315368472,0.15334118962365348,0.19989334067599268,0.125,0.0,0.12112332112332112,0.0,0.1111111111111111,0.0,0.14201183431952663,0.0,0.11176470588235293,0.0
SI99,Staten Island,park-cemetery-etc-Staten Island,0.05537826697567503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN09,Manhattan,Morningside Heights,0.04532811445758612,0.422494674341658,0.485941139251948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN11,Manhattan,Central Harlem South,0.027565743395136323,0.3277206182296152,0.5260440199387908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN17,Manhattan,Midtown-Midtown South,0.0765368975097519,0.21627460756319025,0.16605290763563302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN32,Manhattan,Yorkville,0.025100278940920526,0.5887836347429332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN71,Queens,Old Astoria,0.031232282263619876,0.2101104413120005,0.3118001834573417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN98,Queens,Airport,0.6922609968155616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK25,Brooklyn,Homecrest,0.07591684228851756,0.33476861714182116,0.2587401573206662,0.26007109004739337,0.0,0.25054945054945055,0.0,0.27485380116959063,0.0,0.28402366863905326,0.0,0.2588235294117647,0.0
BK28,Brooklyn,Bensonhurst West,0.12775320330228443,0.6702548761878862,0.33295531178057247,0.3572274881516588,0.0,0.3536019536019536,0.0,0.3567251461988304,0.0,0.3727810650887574,0.0,0.38235294117647056,0.0
BK29,Brooklyn,Bensonhurst East,0.09399682586006014,0.47574370363655594,0.30798597585282744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN03,Queens,Springfield Gardens South-Brookville,0.11725644840223479,0.15207965069724577,0.0814388234115502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN05,Queens,Rosedale,0.17410014424968434,0.18932904259015848,0.07128108659170923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI24,Staten Island,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,0.557535000918667,0.23201740470470925,0.02908915253667896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX62,Bronx,Woodlawn-Wakefield,0.10622226449170297,0.32092190545256766,0.18720121382031246,0.0,0.026759983532317826,0.0,0.02229428455614106,0.0,0.016666666666666666,0.0,0.0,0.0,0.04575163398692811
BX52,Bronx,Schuylerville-Throgs Neck-Edgewater Park,0.2576255557000186,0.3336430524709544,0.08745629455283883,0.14958530805687206,0.0,0.15995115995115994,0.0,0.14912280701754385,0.0,0.1834319526627219,0.0,0.10588235294117647,0.0
QN68,Queens,Queensbridge-Ravenswood-Long Island City,0.05515029842556133,0.15130912991584705,0.15044940734108994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN56,Queens,Ozone Park,0.060447962235322845,0.16147698258018703,0.14962418754381673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN57,Queens,Lindenwood-Howard Beach,0.1833486819329298,0.1975252685491547,0.07093971515097879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN12,Manhattan,Upper West Side,0.08956058644811069,1.0,0.6742443236680533,0.0,0.2791272128447921,0.0,0.25537089582488853,0.0,0.26666666666666666,0.0,0.24,0.0,0.28104575163398693
MN14,Manhattan,Lincoln Square,0.031808921947190684,0.46449561105319614,0.6812153619897776,0.0,0.5977768629065459,0.0,0.5650587758411025,0.0,0.7333333333333333,0.0,0.8,0.0,0.6339869281045751
QN70,Queens,Astoria,0.10496731971793366,0.595212195379897,0.35076372691121377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN72,Queens,Steinway,0.1621482308960874,0.35907779238242005,0.14419269855458489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX44,Bronx,Williamsbridge-Olinville,0.09545424537804298,0.4632265180014806,0.29600768937416966,0.6466232227488152,0.0,0.6463980463980464,0.0,0.5847953216374269,0.0,0.5680473372781065,0.0,0.6941176470588235,0.0
BX17,Bronx,East Tremont,0.04253387195647616,0.3280227832419284,0.39489081996292086,0.4401658767772512,0.0,0.43663003663003663,0.0,0.4766081871345029,0.0,0.5029585798816568,0.0,0.4176470588235294,0.0
BX36,Bronx,University Heights-Morris Heights,0.04875310907272678,0.40934294218072487,0.4464149392833041,0.5343601895734598,0.0,0.5238095238095238,0.0,0.5584795321637427,0.0,0.5502958579881657,0.0,0.5,0.0
QN20,Queens,Ridgewood,0.13966719511746506,0.5236293039628941,0.24037898559313026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN21,Queens,Middle Village,0.16202338272266706,0.28652041880070706,0.11513636084115195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX14,Bronx,East Concourse-Concourse Village,0.03931973356231871,0.4705011406729215,0.5985469196857477,0.3521919431279621,0.0,0.3452991452991453,0.0,0.3508771929824561,0.0,0.2958579881656805,0.0,0.28823529411764703,0.0
BK42,Brooklyn,Flatbush,0.12334669866036554,0.7992566740697095,0.4094742997492072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QN27,Queens,East Elmhurst,0.043994729921123556,0.17487800087627853,0.20551257101523696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI01,Staten Island,Annadale-Huguenot-Prince's Bay-Eltingville,0.4216626330517626,0.20977805979845593,0.03444116382413547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI32,Staten Island,Rossville-Woodrow,0.18465589257259288,0.15684630376648687,0.05596562435171263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK19,Brooklyn,Brighton Beach,0.03608338527013138,0.26852649231745457,0.3623011158474652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BK23,Brooklyn,West Brighton,0.009835260238551621,0.13408572421399326,0.35567613419696786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI25,Staten Island,Oakwood-Oakwood Beach,0.15658425977265147,0.16656090891235703,0.06902460558044901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI54,Staten Island,Great Kills,0.2612892945917401,0.30760398253486226,0.07957055275937265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN13,Manhattan,Hudson Yards-Chelsea-Flatiron-Union Square,0.097876101486597,0.529921890344317,0.3315086594253748,0.0,0.6504734458624949,0.0,0.6011349817592218,0.0,0.7166666666666667,0.0,0.68,0.0,0.673202614379085
MN15,Manhattan,Clinton,0.039793329008062796,0.34661348562449956,0.4372881559771041,0.0,0.41827912721284477,0.0,0.43169841913254964,0.0,0.48333333333333334,0.0,0.56,0.0,0.4575163398692811
